nombre,lat,lon,Abandoned,Administration,Agrarian,Alcohol,Antiques,Apartments,Appliance,Art,Arts Centre,Atm,Baby Goods,Bag,Bakery,Bakery Vegan Bakery Vegan,Baking Oven,Bank,Bar,Barn,Bathroom Furnishing,Beauty,Bed,Beverages,Bicycle,Bicycle Rental,Bicycle Rental;Toilets,Bookmaker,Books,Boutique,Bridge,Bridleway,Buil,Building Materials,Bus Station,Bus Stop,Busway,Butcher,Cabinet Maker,Cafe,Cake,Candles,Cannabis,Car,Car Parts,Car Rental,Car Repair,Car Wash,Carpet,Casino,Chapel,Charity,Cheese,Chemist,Childcare,Chocolate,Church,Cinema,Civic,Clinic,Clothes,Coffee,Collector,College,Commercial,Community Centre,Computer,Confectionery,Conference Centre,Construction,Convenience,Copyshop,Corridor,Cosmetics,Courthouse,Craft,Crematorium,Curtain,Cycleway,Dairy,Deli,Dentist,Department Store,Desechables,Detached,Doctors,Doityourself,Dojo,Driving School,Dry Cleaning,E-Cigarette,Electrical,Electronics,Elevator,Erotic,Events Venue,Exhibition Centre,Fabric,Farm,Farmacia,Fashion Accessories,Fast Food,Fincanon & Cia,Fire Station,Fishing,Flooring,Florist,Food,Food Court,Footway,Frame,Frozen Food,Fuel,Funeral Directors,Funeral Hall,Furniture,Garage,Garages,Garden Centre,Gas,Gatehouse,General,Gift,Glaziery,Golf,Government,Grandstand,Greengrocer,Greenhouse,Grocery,Hairdresser,Handicraft,Hangar,Hardware,Health Food,Hearing Aids,Herbalist,Hifi,Hobby,Hospital,Hotel,House,Household,Household Linen,Houseware,Hut,Ice Cream,Industrial,Interior Decoration,Internet Cafe,Jewelry,Juice Bar,Kindergarten,Kiosk,Kitchen,Ladder,Language School,Laundry,Leather,Library,Licorera,Lighting,Living Street,Locksmith,Lottery,Love Hotel,Mall,Marketplace,Massage,Medical Supply,Mensajería Y Domicilios,Mobile Phone,Monastery,Money Lender,Money Transfer,Mortuary,Motorcycle,Motorcycle Parking,Motorcycle Repair,Music,Music School,Musical Instrument,Newsagent,Nightclub,No,Nursing Home,Nutrition Supplements,Office,Optician,Outbuilding,Outdoor,Paga Todo,Paint,Park,Parking,Parking Entrance,Party,Pasta,Pastry,Path,Pawnbroker,Payment Centre,Payment Terminal,Pedestrian,Perfumery,Pet,Pet Grooming,Pharmacy,Photo,Photo Studio,Pitch,Place Of Worship,Planetarium,Platform,Police,Pool,Posgrados Universidad Santo Tomas,Post Office,Pottery,Primary,Primary Link,Printer Ink,Printing,Proposed,Pub,Public,Public Bath,Public Building,Raceway,Radiotechnics,Recycling,Religion,Repair,Residential,Residential;Yes,Restaurant,Retail,Roof,Ruins,School,Scrapyard,Seafood,Second Hand,Secondary,Secondary Link,Semidetached House,Service,Services,Sewing,Shed,Shelter,Shoes,Social Centre,Social Facility,Spices,Sports,Sports Centre,Sports Hall,Stadium,Station,Stationery,Steps,Storage Rental,Storage Tank,Studio,Supermarket,Swimming Pool,Tailor,Tattoo,Taxi,Tea,Tecnologia,Telecommunication,Temple,Terrace,Tertiary,Tertiary Link,Theatre,Ticket,Tiles,Tobacco,Toilets,Townhall,Toys,Track,Trade,Train Station,Transportation,Travel Agency,Trunk,Trunk Link,Tyres,Unclassified,University,Vacant,Variety Store,Vehicle Inspection,Veterinary,Video,Video Games,Warehouse,Watches,Water Tank,Water Tower,Wholesale,Window Blind,Wine,Yes,tipo
CBC 218,4.698389,-74.043152,0,0,0,0,0,19,0,0,0,0,0,0,4,0,0,5,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19,0,0,0,34,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,139,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,1,0,2,0,8,0,0,1,1,0,0,0,0,0,1,0,43,0,0,0,4,0,0,0,0,0,0,0,0,0,71,0,16,1,1,0,1,0,0,0,39,0,0,100,0,1,0,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,12,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,ZonaOtrosBares
RESTAURANTE WOK,4.616106,-74.068282,0,0,0,1,1,22,0,0,1,0,0,2,6,0,0,0,4,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,4,8,0,0,0,29,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,18,0,1,0,0,5,13,2,3,0,2,0,0,0,10,0,1,0,1,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,206,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,0,0,5,1,1,9,5,1,0,1,0,0,1,0,37,11,0,0,0,0,0,0,0,0,0,0,0,0,104,0,90,5,0,0,2,0,0,0,22,1,0,102,0,0,0,0,0,0,1,0,0,0,0,0,0,3,27,0,0,0,6,0,1,0,0,0,0,0,0,0,18,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,856,ZonaOtrosBares
CREPES Y WAFFLES S A  RESTAURANTE USAQUEN,4.696054,-74.030141,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,15,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,2,0,1,0,8,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,70,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,1,0,10,0,0,9,2,0,0,0,0,0,0,0,73,12,0,0,0,0,0,0,0,0,0,0,0,0,88,0,53,7,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,1,0,0,0,0,2,8,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,326,ZonaOtrosBares
8 SILLAS,4.694992,-74.031524,0,0,0,0,0,21,0,0,0,0,0,0,5,0,0,0,3,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,12,0,1,0,0,2,2,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,92,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,4,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,2,0,1,0,8,0,0,6,2,0,0,0,0,0,0,0,77,15,0,0,0,0,0,0,0,0,0,0,0,0,99,0,51,7,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,308,ZonaOtrosBares
OSAKI USAQUEN,4.695054,-74.031656,0,0,0,0,0,21,0,0,0,0,0,0,5,0,0,0,3,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,12,0,1,0,0,2,2,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,94,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,4,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,2,0,1,0,8,0,0,6,2,0,0,0,0,0,0,0,78,16,0,0,0,0,0,0,0,0,0,0,0,0,100,0,51,7,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,310,ZonaOtrosBares
CENTRAL CEVICHERIA,4.66938,-74.05359,0,0,0,4,0,95,0,1,0,0,0,1,6,0,0,4,17,0,0,3,4,0,3,0,0,0,3,0,1,0,0,0,0,12,0,1,0,30,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,60,0,0,0,11,1,0,2,0,8,12,1,1,1,0,0,0,0,14,0,0,0,2,0,1,0,0,0,0,1,0,1,4,0,6,0,0,1,0,0,3,21,0,0,0,0,1,0,0,176,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,12,0,0,4,0,0,1,0,0,3,4,2,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,4,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,38,4,1,2,0,0,14,0,0,0,0,2,0,0,0,0,3,2,0,1,18,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84,0,108,106,0,0,0,0,0,0,55,2,0,51,0,0,0,0,6,0,0,0,2,0,0,0,0,2,8,0,0,0,6,0,2,2,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,319,ZonaOtrosBares
OSAKI CLL 93,4.676447,-74.047539,0,0,0,1,0,120,0,0,0,0,1,0,3,0,0,1,6,0,0,3,0,0,3,0,0,0,2,0,0,0,0,0,0,13,0,2,0,21,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,5,0,0,0,6,0,0,0,0,1,9,1,0,0,0,0,0,1,6,0,1,0,2,0,6,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,0,0,9,2,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,63,24,1,0,0,0,0,0,69,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,349,ZonaOtrosBares
ANDRES D.C,4.666534,-74.054298,0,0,0,4,1,114,1,2,0,0,0,1,13,0,0,3,17,0,0,5,4,0,4,0,0,0,3,0,2,0,0,0,0,13,0,1,0,35,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,75,0,0,1,8,2,0,2,0,6,9,1,1,1,0,0,0,0,12,0,0,0,2,0,1,0,0,0,0,1,0,0,5,0,6,0,0,1,0,0,3,24,0,0,0,0,0,0,0,173,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,2,0,0,19,0,0,2,0,0,1,0,0,3,5,2,0,0,2,0,0,0,3,0,0,0,0,0,4,0,0,1,0,1,0,1,0,0,1,0,5,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,34,6,1,2,0,0,6,0,0,0,0,2,7,0,0,0,3,2,0,0,21,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,0,126,157,0,0,2,0,0,1,50,1,0,63,0,0,0,0,7,0,0,0,2,0,0,0,0,1,8,1,0,0,7,0,3,1,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1,2,0,0,0,0,1,0,0,0,0,0,2,345,ZonaOtrosBares
TERIYAKI SUSHI BAR,4.676494,-74.049397,0,0,0,1,0,99,0,0,0,0,1,0,3,0,0,2,6,0,1,4,0,0,1,0,0,0,2,0,0,0,0,0,0,15,0,1,0,24,0,0,0,4,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,3,8,0,0,0,9,0,0,0,0,3,14,2,0,0,0,0,0,1,7,0,1,0,4,0,4,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,1,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0,0,9,2,0,1,0,2,0,0,0,0,0,0,0,0,16,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,74,28,0,0,0,0,0,0,75,0,0,57,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,413,ZonaOtrosBares
TERIYAKI 69,4.651855,-74.056019,0,0,0,0,0,22,0,1,0,0,0,0,9,0,0,1,3,0,0,2,0,1,3,0,0,0,2,0,0,0,0,0,0,6,0,0,0,38,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,10,0,0,1,0,0,2,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,131,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,3,0,0,1,0,0,0,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,91,0,120,5,0,0,0,0,0,0,12,0,0,52,0,0,0,0,1,0,0,0,0,0,0,0,0,2,14,0,0,0,4,0,0,1,0,0,0,0,0,0,42,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,139,ZonaOtrosBares
CREPES Y WAFFLES S A  PLAZA 39,4.626476,-74.065686,0,0,0,1,0,16,0,0,0,0,0,0,2,0,0,6,10,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,49,0,0,0,2,0,0,2,0,0,1,1,0,0,5,0,0,0,0,2,6,5,0,0,4,25,0,0,0,0,6,5,8,6,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,0,0,3,0,0,330,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,1,0,0,0,0,0,4,0,75,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,1,0,2,0,1,11,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,23,2,0,0,0,2,3,0,0,0,11,0,0,0,4,1,0,22,2,0,0,2,0,0,0,0,23,2,0,0,0,0,1,0,0,0,0,0,0,0,94,0,107,4,1,0,2,0,1,0,15,1,0,71,0,0,0,0,1,0,1,0,0,0,0,0,0,15,61,0,0,1,7,0,0,2,0,0,0,0,0,0,34,0,2,0,0,0,3,0,0,0,1,0,0,3,0,0,0,0,213,0,0,0,0,1,4,1,0,0,0,0,0,0,159,ZonaOtrosBares
LA PLAZA DE ANDRES,4.665607,-74.054324,0,0,0,2,2,120,1,2,0,0,0,1,15,0,0,2,16,0,0,5,4,0,4,0,0,0,3,0,2,0,0,0,0,12,0,1,0,39,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,77,0,0,1,7,2,1,2,0,3,7,1,1,1,0,0,0,0,12,0,0,0,2,0,1,0,0,0,0,1,0,0,6,0,6,0,0,2,0,0,3,24,0,0,0,0,0,0,1,174,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,1,0,0,20,0,0,1,0,0,1,0,0,3,6,0,0,0,2,0,0,0,5,0,0,0,0,0,4,0,0,1,0,1,0,2,0,0,1,0,5,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,34,5,1,2,0,0,7,0,0,0,0,2,7,0,0,0,5,2,0,0,19,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,0,129,172,0,0,3,0,0,1,40,1,0,56,0,0,0,0,7,0,0,0,2,0,0,0,0,1,8,1,0,1,6,0,3,1,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,2,2,0,0,0,0,1,0,0,0,0,0,2,335,ZonaOtrosBares
AGADON BURGER AND BEER,4.670065,-74.053225,0,0,0,3,0,86,0,1,0,0,0,1,6,0,0,4,16,0,0,3,4,0,2,0,0,0,3,0,1,0,0,0,0,16,0,1,0,30,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4,60,0,0,0,10,0,0,2,0,8,12,2,1,1,0,0,0,1,14,0,0,0,2,0,1,0,1,0,0,1,0,1,4,0,4,0,0,0,0,0,3,23,0,0,0,1,1,0,0,177,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,14,0,0,4,0,0,1,0,0,3,4,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,40,3,1,2,0,0,13,0,0,1,0,4,0,0,0,0,3,2,1,0,17,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85,0,107,100,0,0,0,0,0,0,53,2,0,48,0,0,0,0,6,0,0,0,2,0,0,0,0,2,8,0,0,0,5,0,4,2,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,314,ZonaOtrosBares
CASA COMIDA PARA COMPARTIR,4.669461,-74.053547,0,0,0,3,0,92,0,1,0,0,0,1,6,0,0,4,17,0,0,4,4,0,2,0,0,0,3,0,1,0,0,0,0,12,0,1,0,30,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,60,0,0,0,11,1,0,2,0,8,14,1,1,1,0,0,0,0,14,0,0,0,2,0,1,0,0,0,0,1,0,1,5,0,6,0,0,1,0,0,3,22,0,0,0,1,1,0,0,176,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,13,0,0,4,0,0,1,0,0,3,4,2,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,4,0,1,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,38,4,1,2,0,0,13,0,0,0,0,2,0,0,0,0,3,2,0,1,18,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83,0,103,102,0,0,0,0,0,0,55,2,0,51,0,0,0,0,6,0,0,0,2,0,0,0,0,2,8,0,0,0,6,0,2,2,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,315,ZonaOtrosBares
BBC PUB ROSALES,4.65411,-74.053706,0,0,0,0,0,67,0,1,0,0,0,0,6,0,0,1,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,15,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,97,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,0,1,0,0,0,0,22,4,0,0,0,0,1,0,0,0,0,0,0,0,89,0,73,6,0,0,1,0,0,0,9,0,0,46,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,3,0,0,0,0,0,0,0,0,0,34,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,171,ZonaOtrosBares
BOGOTA BEER COMPANY S A,4.697495,-74.045877,0,0,0,0,0,14,0,2,0,0,1,0,4,0,0,10,1,0,0,2,6,0,3,1,0,0,1,0,0,0,0,0,0,11,0,1,0,9,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,27,1,0,0,35,0,0,0,0,0,2,0,0,0,0,0,0,0,26,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,105,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,10,1,0,1,0,0,0,0,0,0,2,0,3,0,6,0,0,1,1,0,0,0,0,0,0,0,37,0,0,0,4,1,0,0,0,0,0,0,0,0,78,0,33,4,0,0,0,0,0,0,55,1,0,54,0,1,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,ZonaOtrosBares
AMARTI,4.695451,-74.030738,0,0,0,0,0,19,0,0,0,0,0,0,5,0,0,0,3,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,15,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,10,0,1,0,0,2,3,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,84,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,4,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,2,0,1,0,9,0,0,7,2,0,0,0,0,0,0,0,74,14,0,0,0,0,0,0,0,0,0,0,0,0,91,0,51,7,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,311,ZonaOtrosBares
7 16 STEAK HOUSE,4.696122,-74.030326,0,0,0,0,0,21,0,0,0,0,0,0,4,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,15,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,0,9,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,78,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,2,0,1,0,10,0,0,8,2,0,0,0,0,0,0,0,75,12,0,0,0,0,0,0,0,0,0,0,0,0,92,0,53,7,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,1,0,0,0,0,2,9,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,330,ZonaOtrosBares
