Localidad;Tipo de propiedad;Direccion
USAQUEN;EDIFICIO;CL18#21-05 HABITAT 118 Bogota Colombia
USAQUEN;EDIFICIO;CL112#14-47 CANAL DE LOS MOLINOS  Bogota Colombia
USAQUEN;EDIFICIO;KR29#146-30 PETROPOLIS 1 Bogota Colombia
USAQUEN;EDIFICIO;CL145A#12-69 LOS ALISIOS Bogota Colombia
USAQUEN;EDIFICIO;CL114#11A-58 MAREMARE II Bogota Colombia
USAQUEN;EDIFICIO;CL181#8-60 TOLEDO PH Bogota Colombia
USAQUEN;EDIFICIO;TV13B#127-54 TORRES DE GIBRALTAR - PROPIEDAD HORIZONTAL Bogota Colombia
USAQUEN;EDIFICIO;KR18B#145-08 ACQUA 145 Bogota Colombia
USAQUEN;CONJUNTO HABITACIONAL;CL160C#8A-17 SAN JOSE DE BARRANCAS Bogota Colombia
USAQUEN;EDIFICIO;KR14A#116-35 ARBOLEDA Bogota Colombia
USAQUEN;EDIFICIO;CL136#22-51 TANAMO DEL PARQUE Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL116#2-50 TORRES DE SANTA BARBARA ALTA II Bogota Colombia
USAQUEN;EDIFICIO;CL109A#18-72 ASTURIAS 109 Bogota Colombia
USAQUEN;EDIFICIO;CL114#11-08 ATLANTIDA Bogota Colombia
USAQUEN;AGRUPACIÓN DE VIVIENDA;KR14#112-89 EDIFICIO CASA PARQUE  Bogota Colombia
USAQUEN;EDIFICIO;KR15A#106-90 FICUS Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR13#147-30 PORTOFINO Bogota Colombia
USAQUEN;AGRUPACIÓN DE VIVIENDA;CL142#22-26 SAN JERONIMO Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL119#4-10 GUADALQUIVIR Bogota Colombia
USAQUEN;EDIFICIO;CL105#21-88 EL PORTAL DE CHICO 1 ETAPA 2 Bogota Colombia
USAQUEN;EDIFICIO MULTIFAMILIAR;KR7A#150-20 EL MUSEO Bogota Colombia
USAQUEN;EDIFICIO;CL147#12-72 NEW CASTLE Bogota Colombia
USAQUEN;EDIFICIO;AV7#106-43 BOYACA Bogota Colombia
USAQUEN;CONJUNTO;KR7F#186-41 PORTAL DE LA SEPTIMA LOTE 8 Bogota Colombia
USAQUEN;EDIFICIO;KR17#137-12 PORTUGAL IX Bogota Colombia
USAQUEN;EDIFICIO;CL159#8A-35 LUMEL Bogota Colombia
USAQUEN;EDIFICIO;CL146#19-69 PORTAL DE CADIZ Bogota Colombia
USAQUEN;EDIFICIO;KR18A#106-52 MONICA 108 Bogota Colombia
USAQUEN;EDIFICIO;KR9A#113-17 9A PARK Bogota Colombia
USAQUEN;EDIFICIO;TV2#112-30 UCE Bogota Colombia
USAQUEN;EDIFICIO;CL128B#19-50 PORTAL DE LA CALLEJA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL146#7B-49 EL OLIVAR  Bogota Colombia
USAQUEN;EDIFICIO;KR18A#151-26 HANDSZER Bogota Colombia
USAQUEN;AGRUPACIÓN MULTIFAMILIAR;CL139#22-16 GUADARRAMA Bogota Colombia
USAQUEN;EDIFICIO;CL121#15A-61 SAN GABRIEL  Bogota Colombia
USAQUEN;EDIFICIO;KR21#146-29 GUADALAR Bogota Colombia
USAQUEN;EDIFICIO;CL118#21-50 TARENTO Bogota Colombia
USAQUEN;EDIFICIO;KR23#124-87 TORRE ZENTAI  Bogota Colombia
USAQUEN;EDIFICIO;KR12#107A-51 MIRAFLORES 3 Bogota Colombia
USAQUEN;EDIFICIO;KR19A#107-41 CHICO NAVARRA Bogota Colombia
USAQUEN;EDIFICIO;AV9#127B-44 EL ALCAZAR Bogota Colombia
USAQUEN;EDIFICIO;KR7BBis#142A-45 REFUGIO DEL PARQUE Bogota Colombia
USAQUEN;EDIFICIO;CL125#21A-38 PLAZA 125 Bogota Colombia
USAQUEN;EDIFICIO;CL118#16-16 PINO VERDE Bogota Colombia
USAQUEN;EDIFICIO;CL134B#9A-45 AYAPEL Bogota Colombia
USAQUEN;EDIFICIO;KR18#113-55 SAN REMO VILLAGE  Bogota Colombia
USAQUEN;EDIFICIO;KR23#109-79 SENDERO DEL ARROYO Bogota Colombia
USAQUEN;EDIFICIO;CL134A#13-29  BARU Bogota Colombia
USAQUEN;EDIFICIO;CL134#11-80 COUNTRY HOUSE Bogota Colombia
USAQUEN;EDIFICIO;KR15#144-43 EL PORVENIR  Bogota Colombia
USAQUEN;EDIFICIO;KR18#137-50 AZUL BY KD Bogota Colombia
USAQUEN;EDIFICIO;CL109#21-29 NAVARRA 109 21 Bogota Colombia
USAQUEN;EDIFICIO;CL122#20-10 LOS ALISOS Bogota Colombia
USAQUEN;EDIFICIO;CL145A#13A-90 CATANIA  Bogota Colombia
USAQUEN;EDIFICIO;CL124#20-20 CASA REAL Bogota Colombia
USAQUEN;CENTRO EMPRESARIAL;AK7#180-30 Y RESIDENCIAL LOS NARANJOS  Bogota Colombia
USAQUEN;EDIFICIO;KR14B#110-41 EL JARDIN DE SANTA PAULA Bogota Colombia
USAQUEN;EDIFICIO;KR10A#134B-18 TORREASIS Bogota Colombia
USAQUEN;CONJUNTO;KR5A#131-76 ATALAYA Bogota Colombia
USAQUEN;EDIFICIO;AC116#11A-05 GRAN AVENIDA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR15#127-54 ENTREVERDE COUNTRY Bogota Colombia
USAQUEN;EDIFICIO;CL116#9-85 CASTILLA Bogota Colombia
USAQUEN;EDIFICIO MULTIFAMILIAR;CL134B#10B-41 ANA MARIA Bogota Colombia
USAQUEN;EDIFICIO;KR23#106B-64 MYSTIQUE 106 Bogota Colombia
USAQUEN;EDIFICIO;CL119#16-68 VELMELHO 119 Bogota Colombia
USAQUEN;EDIFICIO;CL106A#20-10 LA SERRANIA  Bogota Colombia
USAQUEN;EDIFICIO;CL125#18A-21 VILLAGE PARK 125 Bogota Colombia
USAQUEN;EDIFICIO;CL114A#15A-54 CERES Bogota Colombia
USAQUEN;EDIFICIO;KR18#109A-19 SAN SIMON Bogota Colombia
USAQUEN;EDIFICIO;KR18#120-16 MONTICELLO 121 Bogota Colombia
USAQUEN;EDIFICIO;KR7#111-64 VIAREGGI Bogota Colombia
USAQUEN;EDIFICIO;CL103A#21-83 CALLE 103 A Bogota Colombia
USAQUEN;EDIFICIO;CL146#15-06 CAOBOS  Bogota Colombia
USAQUEN;EDIFICIO;KR23#103A-58 URAPANES DEL PARQUE  Bogota Colombia
USAQUEN;AGRUPACIÓN DE VIVIENDA;CL187#15B-21 BALMORAL NORTE II ETAPA  Bogota Colombia
USAQUEN;EDIFICIO;KR19A#114-46 KALOIKIA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR14#146-64 BOSQUES DE TIMANA Bogota Colombia
USAQUEN;EDIFICIO;CL102#16-13 SANTILLANA Bogota Colombia
USAQUEN;EDIFICIO;CL145A#19-34 QUINTANILLA DEL CEDRAL Bogota Colombia
USAQUEN;EDIFICIO;CL134#10A-48 PINARES DEL CONTRY Bogota Colombia
USAQUEN;EDIFICIO;AK15#110-18 CONTEMPORANEO 110 Bogota Colombia
USAQUEN;EDIFICIO;CL130A#7B-44 SAN LUIS Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL106#19A-98 ANTICA  Bogota Colombia
USAQUEN;EDIFICIO;CL148#19A-29 GAMBIA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL144#9-46 SANTA ROSALIA 82 Bogota Colombia
USAQUEN;CONJUNTO;KR19#164-53 EL RINCON DEL PALMAR Bogota Colombia
USAQUEN;EDIFICIO;KR9A#113-87 THE POINT Bogota Colombia
USAQUEN;EDIFICIO;CL151#6-13 SANTORINI Bogota Colombia
USAQUEN;EDIFICIO;KR21#106B-82 PIMPINELA Bogota Colombia
USAQUEN;EDIFICIO;KR10#113-84 KOBE Bogota Colombia
USAQUEN;EDIFICIO;KR13A#127B-24 LOS PINOS DEL COUNTRY  Bogota Colombia
USAQUEN;EDIFICIO;CL14#147-1640 PENA VIEJA Bogota Colombia
USAQUEN;EDIFICIO;CL147#23-71 LOS CIRUELOS BLOQUE A Y B Bogota Colombia
USAQUEN;EDIFICIO;KR13Bis#110-58 MAGRITTE Bogota Colombia
USAQUEN;EDIFICIO;KR22#122-85 SORRENTO Bogota Colombia
USAQUEN;EDIFICIO;CL134#8A-24 SAN AGUSTIN Bogota Colombia
USAQUEN;EDIFICIO;KR20#160-08 PARQUE160 Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL164#18-65 HORIZONTES Bogota Colombia
USAQUEN;AGRUPACIÓN DE VIVIENDA;KR23#122-60 PALOS VERDES Bogota Colombia
USAQUEN;EDIFICIO;KR13A#109-64 CARRILLO ESTRADA Bogota Colombia
USAQUEN;EDIFICIO;AC116#20-16 ARIES Bogota Colombia
USAQUEN;EDIFICIO;KR7G#146-70 ISTAMBUL Bogota Colombia
USAQUEN;EDIFICIO;CL110#15-11 OLIVARES Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR5#116-55  SANTILLANA  Bogota Colombia
USAQUEN;EDIFICIO;CL146#13-83 EL ROBLE Bogota Colombia
USAQUEN;EDIFICIO;KR15B#112-08 PAPYRUS 112 Bogota Colombia
USAQUEN;EDIFICIO;CL146#19-11 VIA DEL CEDRO  Bogota Colombia
USAQUEN;EDIFICIO;CL124#22-37 APOTEMA Bogota Colombia
USAQUEN;EDIFICIO;CL115#9-24 VENTURA 115 Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL123A#13-25 SANTA BARBARA NORTE MANZANA Q Bogota Colombia
USAQUEN;EDIFICIO;KR17#118-41 LE BLUE Bogota Colombia
USAQUEN;EDIFICIO;KR17A#119A-56 PINAR DE SANTA BARBARA Bogota Colombia
USAQUEN;EDIFICIO;KR13A#102-56 ALTOS DE ARAGON Bogota Colombia
USAQUEN;EDIFICIO;AV19#114-65 NUEVA AVENIDA EMPRESARIAL Bogota Colombia
USAQUEN;MULTIFAMILIAR;KR17#150-52 HABITAT 2 Bogota Colombia
USAQUEN;EDIFICIO;AV116#9-24 SIRACUSA Bogota Colombia
USAQUEN;EDIFICIO;KR21#137-78 NUEVA LUTECIA Bogota Colombia
USAQUEN;AGRUPACIÓN DE VIVIENDA;CL164#16A-14  SOLARIS  Bogota Colombia
USAQUEN;EDIFICIO;CL127Bis#19-95 EL PORTICO VI Bogota Colombia
USAQUEN;EDIFICIO;KR10#117A-63 SANTA BARBARA 10 Bogota Colombia
USAQUEN;EDIFICIO;KR22#122-31 LLANO 2 Bogota Colombia
USAQUEN;EDIFICIO;KR13A#109-45 MONET 109 Bogota Colombia
USAQUEN;EDIFICIO;CL159#16C-39 LOS CEREZOS Bogota Colombia
USAQUEN;EDIFICIO;KR7H#151-53 MEDITERRANEO 2 Bogota Colombia
USAQUEN;EDIFICIO;KR11A#115-35 SAVI Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL152#9-80 CEDRO VERDE Bogota Colombia
USAQUEN;EDIFICIO;TV26#122-147 MANDIYU Bogota Colombia
USAQUEN;EDIFICIO;TV13A#114-02 ARBOLEDA Bogota Colombia
USAQUEN;EDIFICIO;CL141#14-75 ARANJUEZ Bogota Colombia
USAQUEN;EDIFICIO;KR20#134A-15 MARIANEE Bogota Colombia
USAQUEN;EDIFICIO;KR13#119-55 BISANZ Bogota Colombia
USAQUEN;EDIFICIO;KR7BBis#128-33 GINEBRA Bogota Colombia
USAQUEN;EDIFICIO;KR14A#127A-38 CAROLINA Bogota Colombia
USAQUEN;EDIFICIO MULTIFAMILIAR;TV13#119-68 ARISTOS Bogota Colombia
USAQUEN;EDIFICIO;CL126#7-88 BALCONY 126 Bogota Colombia
USAQUEN;EDIFICIO;KR14A#118A-21  TRANSVERSAL 14 A PROPIEDAD HORIZONTAL Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;AV19#128B-66 LA HERRERIA Bogota Colombia
USAQUEN;EDIFICIO RESIDENCIAL;KR9#104A-45 LUMINIUM Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR12#160-50 RESERVAS DEL MEDITERRANEO Bogota Colombia
USAQUEN;EDIFICIO;KR21#120-65 ROBLES DEL PARQUE  Bogota Colombia
USAQUEN;EDIFICIO;CL122#49A-28 MADEIRA Bogota Colombia
USAQUEN;EDIFICIO;CL113#17A-58 LANTANA Bogota Colombia
USAQUEN;EDIFICIO;CL129#7-23 RINCON DE BELLA SUIZA Bogota Colombia
USAQUEN;EDIFICIO;CL114#21-50 PUENTE PIEDRA Bogota Colombia
USAQUEN;EDIFICIO;CL104#21-65 TORRE IBIZA Bogota Colombia
USAQUEN;EDIFICIO;AK19#108-45 OTUA Bogota Colombia
USAQUEN;EDIFICIO;KR17A#103-44 EDIFICIO PARQUES DE NAVARRA Bogota Colombia
USAQUEN;EDIFICIO;KR11#119-63 LA HACIENDA Bogota Colombia
USAQUEN;EDIFICIO;CL134#27-40 CANANEA PH Bogota Colombia
USAQUEN;EDIFICIO;KR20#118-94 LA FINESTRA SUL PARCO Bogota Colombia
USAQUEN;EDIFICIO;CL145#17-82 PAMA 2 Bogota Colombia
USAQUEN;EDIFICIO;CL145#21-36 PARQUE SAN REMO Bogota Colombia
USAQUEN;EDIFICIO;CL113#11A-60 CALLE 114 Bogota Colombia
USAQUEN;EDIFICIO;KR18A#103-55 SANTORINI Bogota Colombia
USAQUEN;EDIFICIO;CL106#19A-63 LA ARAUCARIA Bogota Colombia
USAQUEN;EDIFICIO;KR13A#148-59 ASTRAL 2 Bogota Colombia
USAQUEN;EDIFICIO;CL108#3-30 PARQUE DE SANTA ANA Bogota Colombia
USAQUEN;EDIFICIO;KR14A#109-50 SERRANIA DEL PARQUE Bogota Colombia
USAQUEN;EDIFICIO;KR14A#112-08 PARQUE MONTREAL Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL147#7C-60 LAS MARGARITAS Bogota Colombia
USAQUEN;EDIFICIO;TV13A#128-71 MULTIFAMILIAR LAS PESEBRERAS Bogota Colombia
USAQUEN;EDIFICIO;CL151#18A-06 LA FONTANA Bogota Colombia
USAQUEN;EDIFICIO;CL150#12A-43  PARQUE DE CAPRI Bogota Colombia
USAQUEN;EDIFICIO;KR4ESTE#110-32 MONT ANA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL135#7-41 LA ALAMEDA TORRE II SEGUNDA ETAPA  Bogota Colombia
USAQUEN;EDIFICIO;CL146#17-26  ALBORAL Bogota Colombia
USAQUEN;EDIFICIO;CL124#7C-24 SANTA MARIA DEL PARQUE Bogota Colombia
USAQUEN;EDIFICIO;CL146#13-59 MAICA Bogota Colombia
USAQUEN;EDIFICIO;KR15#141-23 JUMACA Bogota Colombia
USAQUEN;EDIFICIO;CL141#9-41 CEDRITOS 141 Bogota Colombia
USAQUEN;EDIFICIO;CL161#16C-28 MONTENEVOSO 161 Bogota Colombia
USAQUEN;EDIFICIO;KR8#127C-49  ORION Bogota Colombia
USAQUEN;EDIFICIO;KR9#100-47 UNIQUE MINE Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR12B#137-51 ALTOS DE CANTABRIA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR21#147-50 MEDITERRANE Bogota Colombia
USAQUEN;EDIFICIO;KR21#159-13 CAMINO DEL PARQUE Bogota Colombia
USAQUEN;EDIFICIO;KR19A#104A-17 LOS MADEROS Bogota Colombia
USAQUEN;EDIFICIO;CL105#23-37 CHICO 105 Bogota Colombia
USAQUEN;EDIFICIO;KR19A#114A-50 STUDIO 116 Bogota Colombia
USAQUEN;AGRUPACIÓN DE VIVIENDA;KR14#153-73 DOLMEN 1 Bogota Colombia
USAQUEN;EDIFICIO RESIDENCIAL;CL112#17-39 CONCEPT 112 Bogota Colombia
USAQUEN;EDIFICIO;KR23#134A-41 BIOS Bogota Colombia
USAQUEN;EDIFICIO;KR14#117-15 EXELARIS II Bogota Colombia
USAQUEN;EDIFICIO;CL109A#18-19 GABIA109 Bogota Colombia
USAQUEN;EDIFICIO;KR20#107-62 TANNAT Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL146#6-76 SIERRAS DEL MORAL MANZANA II Bogota Colombia
USAQUEN;EDIFICIO;KR22#120-12 VIA 120 Bogota Colombia
USAQUEN;EDIFICIO;CL118#11A-34 ITAKARE Bogota Colombia
USAQUEN;EDIFICIO;KR13Bis#110-06 TORREON DE SANTA PAULA Bogota Colombia
USAQUEN;EDIFICIO;KR18C#121-40 CLASIC 122 Bogota Colombia
USAQUEN;EDIFICIO RESIDENCIAL;CL116#11-35 BORNEO 1 ETAPA  Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR21B#54-11 EL PORTAL DE VILLA MAGDALA Bogota Colombia
USAQUEN;EDIFICIO;CL145A#21-20 TORRE TORINO Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR11CBis#124-60 SANTA BARBARA NORTE MANZANA R  Bogota Colombia
USAQUEN;EDIFICIO;KR19A#107-55 CHICO 108 Bogota Colombia
USAQUEN;EDIFICIO;KR11#123-19 TAMINANGO  Bogota Colombia
USAQUEN;EDIFICIO;CL144#13-54 SIMACOTA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL164#16C-15 PALMAR IV Bogota Colombia
USAQUEN;EDIFICIO;KR12#116-36 OLGA MARIA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL114#0-42 TORRES DE SANTA BARBARA Bogota Colombia
USAQUEN;EDIFICIO;TV30#120-71  USO RESIDENCIAL RIVIERA  Bogota Colombia
USAQUEN;EDIFICIO;CL120#16-26 BAALBAK Bogota Colombia
USAQUEN;EDIFICIO;KR11Bis#123-31 BUGANVILLA 123 TORRE 10 Bogota Colombia
USAQUEN;EDIFICIO;KR17A#119A-65 SANTA BARBARA 121 Bogota Colombia
USAQUEN;EDIFICIO;CL116#28-73 STELLA Bogota Colombia
USAQUEN;EDIFICIO;CL134#5A-14 ALTOS DEL PARQUE Bogota Colombia
USAQUEN;EDIFICIO;KR13Bis#110-80 BAALBAK 5 PRESTIGE Bogota Colombia
USAQUEN;EDIFICIO;CL145#19-79 EL FONTANAR II Bogota Colombia
USAQUEN;EDIFICIO;KR14C#157-41 SAN PIETRO Bogota Colombia
USAQUEN;EDIFICIO;CL101#17-73 LENA Bogota Colombia
USAQUEN;EDIFICIO;KR14#127-46 MADRIGAL DE LAS ALTAS TORRES Bogota Colombia
USAQUEN;EDIFICIO;KR8#127C-36 BERNES Bogota Colombia
USAQUEN;EDIFICIO;CL101#21-13 ELBA Bogota Colombia
USAQUEN;EDIFICIO;CL118#15A-09 TORRESOL 118 Bogota Colombia
USAQUEN;EDIFICIO;KR13#119-63 GALLERY Bogota Colombia
USAQUEN;CONJUNTO;CL160#14B-42  DE USO MIXTO SAN PIETRO II  Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL150A#5A-59 MONTENATIVO Bogota Colombia
USAQUEN;EDIFICIO;TV8ABis#164B-96 QUINTAS DEL PARQUE 164 Bogota Colombia
USAQUEN;EDIFICIO;KR7D#145-69 SOLEARES PH Bogota Colombia
USAQUEN;EDIFICIO;CL112#0-40 BALCONES DE SANTA BARBARA Bogota Colombia
USAQUEN;EDIFICIO;CL104#14-65 PLAZA SANTA PAULA Bogota Colombia
USAQUEN;EDIFICIO;KR19A#107-14 MULTIFAMILIAR PALO ALTO Bogota Colombia
USAQUEN;EDIFICIO;CL109#17A-35 CENTRO EMPRESARIAL LOS ANDES Bogota Colombia
USAQUEN;EDIFICIO;CL142#13-30 MIRAFLORES II Bogota Colombia
USAQUEN;EDIFICIO;AC134#15-20 ANCORA I Bogota Colombia
USAQUEN;EDIFICIO;KR22#122-78 ALMENDROS DE SANTA BARBARA Bogota Colombia
USAQUEN;EDIFICIO;KR16#112-67 CAVALIERI Bogota Colombia
USAQUEN;EDIFICIO;CL106#7-96 ARGOS Bogota Colombia
USAQUEN;EDIFICIO;KR10#113-25 EL GALEON Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR8F#159A-01 CABANAS DEL NORTE PRIMERA ETAPA Bogota Colombia
USAQUEN;EDIFICIO;CL124#20-36 RINCON DE SANTA BARBARA Bogota Colombia
USAQUEN;EDIFICIO;KR21#145-50 TORRES DE BILBAO Bogota Colombia
USAQUEN;EDIFICIO;KR9A#119-30 ARIES  Bogota Colombia
USAQUEN;EDIFICIO;KR12#113-23 BOSQUE ALTO APARTASUITES Bogota Colombia
USAQUEN;EDIFICIO;KR11#150-15 CARAVELAS VI Bogota Colombia
USAQUEN;EDIFICIO;CL145A#13A-75 SARASOTA Bogota Colombia
USAQUEN;EDIFICIO MULTIFAMILIAR;KR7#150-93 SAN CEDRO Bogota Colombia
USAQUEN;EDIFICIO;KR21#122-80 CALIFORNIA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;AC127#17A-64 SOHO 127 TORRES I Y II Bogota Colombia
USAQUEN;EDIFICIO;CL146N#13-51  MAKALU Bogota Colombia
USAQUEN;AGRUPACIÓN;CL135#7-41 LA  ALAMEDA Bogota Colombia
USAQUEN;EDIFICIO;CL125#18B-14 LARES 125 Bogota Colombia
USAQUEN;EDIFICIO;CL116#9-36 FUENCARRAL Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL152A#13-58 EL CEDRO Bogota Colombia
USAQUEN;EDIFICIO;CL106#24-41 REGENT PALACE Bogota Colombia
USAQUEN;EDIFICIO;CL142#12B-35 AQUA 142 Bogota Colombia
USAQUEN;EDIFICIO;CL116#14-46 DELTA Bogota Colombia
USAQUEN;EDIFICIO;KR7G#146-50 EL PORTAL DE CEDRITOS I Bogota Colombia
USAQUEN;EDIFICIO;KR17#103-56 TERRABELLA Bogota Colombia
USAQUEN;EDIFICIO;KR10A#118-25 SAN CARLOS Bogota Colombia
USAQUEN;EDIFICIO;CL125#16A-44 VALLARTA Bogota Colombia
USAQUEN;AGRUPACIÓN DE VIVIENDA;CL187#15-45 BALMORAL IV Bogota Colombia
USAQUEN;EDIFICIO;CL141#7B-64 KATHERINE  Bogota Colombia
USAQUEN;EDIFICIO;CL127A#7D-33 PARQUE DE BELLA SUIZA  Bogota Colombia
USAQUEN;EDIFICIO;CL103A#11B-70 IQ103 Bogota Colombia
USAQUEN;EDIFICIO;AK7#113-16 SANTA BARBARA Bogota Colombia
USAQUEN;EDIFICIO;CL114#19-32 ANA MARIA Bogota Colombia
USAQUEN;EDIFICIO;CL118#19A-59  118 CITY FLATS Bogota Colombia
USAQUEN;EDIFICIO DE VIVIENDA;KR17#106-35 MULTIFAMILIAR TORRE 106 Bogota Colombia
USAQUEN;EDIFICIO;AK15#135-41 COUNTRY 136 Bogota Colombia
USAQUEN;EDIFICIO;KR14#100-48 PREUX Bogota Colombia
USAQUEN;EDIFICIO;CL124#22-20 RODRIGUEZ POSADA NUMERO 1  Bogota Colombia
USAQUEN;EDIFICIO;KR14#106A-66 LA VILLE DE JULIETTE  Bogota Colombia
USAQUEN;EDIFICIO;CL125#20-70 ADCON Bogota Colombia
USAQUEN;EDIFICIO;CL147#15-81 BOSQUE DE LOS SANDALOS Bogota Colombia
USAQUEN;EDIFICIO;KR14#100-19 AMERICAS Bogota Colombia
USAQUEN;EDIFICIO;KR13#142-84 EL CEDRAL Bogota Colombia
USAQUEN;EDIFICIO;CL145#7D-41 CEREZAL  Bogota Colombia
USAQUEN;EDIFICIO;KR26#138-54 ALICANTE Bogota Colombia
USAQUEN;CONJUNTO;DG112#18-47 RESIDENCIAL EDIFICIO ANDREA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL146#6-75 SIERRAS DEL MORAL MANZANA UNO Bogota Colombia
USAQUEN;EDIFICIO;KR6#116-30 OFICINAS DE USAQUEN Bogota Colombia
USAQUEN;EDIFICIO;CL100#19A-10 TORRE AZUL CENTRO EMPRESARIAL Bogota Colombia
USAQUEN;EDIFICIO;KR11#112-60 CONFAGLA I Bogota Colombia
USAQUEN;EDIFICIO;KR16A#137-71 EL SIETECUEROS Bogota Colombia
USAQUEN;EDIFICIO;KR21#106-43 DEL FRIULI Bogota Colombia
USAQUEN;EDIFICIO;CL109#14-20 NELEKONAR I Bogota Colombia
USAQUEN;EDIFICIO;KR18#114A-20 PLATINO SANTA BARBARA Bogota Colombia
USAQUEN;CONJUNTO MULTIFAMILIAR;CL147#11-41 XANDU Bogota Colombia
USAQUEN;EDIFICIO;TV6#124-37 PROYECTO MONTEMADERO Bogota Colombia
USAQUEN;CENTRO COMERCIAL;CL150#16-56 CEDRITOS 151 Bogota Colombia
USAQUEN;EDIFICIO;CL125#21A-70  SANTA BARBARA  Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL128#9A-60 RECODO DEL COUNTRY ETAPA I  Bogota Colombia
USAQUEN;EDIFICIO;KR14#117-05 OPORTO Bogota Colombia
USAQUEN;EDIFICIO;CL114A#15B-10 ATARDEZZER 2 Bogota Colombia
USAQUEN;EDIFICIO;CL100#19A-80 GRAN AVENIDA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR20#128B-12 EL PINAR DE LA CALLEJA Bogota Colombia
USAQUEN;EDIFICIO;AK15#116-56 SANTA BARBARA Bogota Colombia
USAQUEN;EDIFICIO;KR19#151-29 CAROLINA Bogota Colombia
USAQUEN;EDIFICIO;KR17A#113-74 ARRAYANES DE SANTA BARBARA  Bogota Colombia
USAQUEN;EDIFICIO;AK9#166-60 LA PALMA Bogota Colombia
USAQUEN;EDIFICIO;KR15#134-65  TERRAIRE  Bogota Colombia
USAQUEN;EDIFICIO;DG108A#4-51 HIZKA Bogota Colombia
USAQUEN;EDIFICIO MULTIFAMILIAR;CL145A#19-62/74 A Y B II PRIMERA ETAPA Y SEGUNDA ETAPA Bogota Colombia
USAQUEN;EDIFICIO;KR17#103-26 ABITA 103 Bogota Colombia
USAQUEN;EDIFICIO;KR12#101A-32 RINCON DEL CHICO  Bogota Colombia
USAQUEN;EDIFICIO;KR20#101-26 GUATAPURI Bogota Colombia
USAQUEN;EDIFICIO;KR21#106A-31 AMBAR Bogota Colombia
USAQUEN;EDIFICIO;CL122Bis#8A-18 CEI Bogota Colombia
USAQUEN;EDIFICIO;CL146#21-55 CANAVERAL Bogota Colombia
USAQUEN;EDIFICIO;CL134#11-48 VALMONT Bogota Colombia
USAQUEN;EDIFICIO;CL151#12B-46 EL CEDRAL 3 Bogota Colombia
USAQUEN;EDIFICIO;CL118#18-39 RIVENDELL  Bogota Colombia
USAQUEN;EDIFICIO;CL127ABis#15-72 COUNTRY Bogota Colombia
USAQUEN;EDIFICIO;CL124#16-35 ALBORADA Bogota Colombia
USAQUEN;EDIFICIO;AV116#14-35 EL PARIS Bogota Colombia
USAQUEN;EDIFICIO;CL140#10A-36 LA PLAZUELA Bogota Colombia
USAQUEN;EDIFICIO MULTIFAMILIAR;KR9A#117A-52 HELDA MARIA Bogota Colombia
USAQUEN;EDIFICIO;KR21#135-30 NUVO PARK 135 Bogota Colombia
USAQUEN;EDIFICIO;CL145#15-89 ANA MARIA Bogota Colombia
USAQUEN;EDIFICIO;CL114A#18-52 BAMBOO LOFTS Bogota Colombia
USAQUEN;EDIFICIO;CL118#15A-90 PAPYRUS PARK 118 Bogota Colombia
USAQUEN;EDIFICIO;CL122#22-25 RISSANI Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL103#20-18 MEJIAS Bogota Colombia
USAQUEN;EDIFICIO;CL122#11B-65 SOLIMAR Bogota Colombia
