Localidad,Tipo de propiedad,Direccion,latitud,longitud
USAQUEN,EDIFICIO,CL106#19A-26 ALAMEDA 106 Bogota Colombia,4.493741,-74.1189969
USAQUEN,CONJUNTO RESIDENCIAL,AK19#127B-69 LA CANDELARIA Bogota Colombia,4.6238364,-74.0736838
USAQUEN,EDIFICIO,KR22A#151-63 RINCON DEL PARQUE Bogota Colombia,4.734194599999999,-74.0481594
USAQUEN,EDIFICIO,CL114A#19A-67 CAMILO ALFONSO  Bogota Colombia,4.6977683,-74.0495979
USAQUEN,EDIFICIO,KR15A#112-29 MIRABEL Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO MULTIFAMILIAR,KR18A#106-53 PARAISO Bogota Colombia,4.618304300000001,-74.16730079999999
USAQUEN,EDIFICIO,KR16#143-52 CEDRO TAKOA Bogota Colombia,4.7252162,-74.04198699999999
USAQUEN,EDIFICIO,CL112#1-16 PARQUE DE SANTA BARBARA Bogota Colombia,4.691332,-74.0319209
USAQUEN,EDIFICIO,KR20#151-08 MIRADOR DEL CEDRO 2 Bogota Colombia,4.7238466,-74.04164829999999
USAQUEN,EDIFICIO,KR11#113-10 koncorde Bogota Colombia,4.693348299999999,-74.03775019999999
USAQUEN,EDIFICIO,CL143#18-47 ICR  143 Bogota Colombia,4.7246333,-74.04509019999999
USAQUEN,EDIFICIO,CL134#18-25 LA 134BIS Bogota Colombia,4.7272889,-74.076729
USAQUEN,EDIFICIO,CL122#9-25 FUTURA Bogota Colombia,4.698645,-74.03202859999999
USAQUEN,EDIFICIO,CL101#16-50 DAVINCI 101 Bogota Colombia,4.6955694,-74.0752828
USAQUEN,EDIFICIO,CL132A#19-70 ANA CAROLINA Bogota Colombia,4.7237975,-74.0685426
USAQUEN,EDIFICIO,KR18C#123-05 BAALBAK II Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,CL106#19A-06 BAHIA DE ALCALA Bogota Colombia,4.6929282,-74.05175489999999
USAQUEN,EDIFICIO,KR22#106B-10  HERRERA III Bogota Colombia,4.6944425,-74.0541073
USAQUEN,EDIFICIO,KR18C#123-27 PIETRA SANTA Bogota Colombia,4.7032992,-74.0484194
USAQUEN,EDIFICIO,CL146#12A-70 CARANDAY Bogota Colombia,4.7263951,-74.03702830000002
USAQUEN,EDIFICIO,KR22#118-71 EL OCOBO Bogota Colombia,4.701026,-74.052999
USAQUEN,EDIFICIO MULTIFAMILIAR,CL146#7B-81 LOS CIRUELOS Bogota Colombia,4.7293328,-74.0521242
USAQUEN,EDIFICIO,KR21#118-75 PALMAS DE SANTA BARBARA Bogota Colombia,4.7031913,-74.0517061
USAQUEN,EDIFICIO,KR12#127A-55 CAROLINA DEL COUNTRY  Bogota Colombia,4.7055326,-74.03900209999999
USAQUEN,EDIFICIO,CL120A#7-62/68 CEI III   Bogota Colombia,4.6978006,-74.0321244
USAQUEN,EDIFICIO,KR8Bis#151-30 DANIELA Bogota Colombia,4.7281016,-74.03065629999999
USAQUEN,EDIFICIO,CL114A#19A-36 PORTELLO  Bogota Colombia,4.6981486,-74.0507655
USAQUEN,EDIFICIO,CL147#7C-51  EL BREZO Bogota Colombia,4.7275187,-74.0370893
USAQUEN,EDIFICIO,TV13B#127-49 LAURA JULIANA  PROPIEDAD HORIZONTAL  Bogota Colombia,4.5369907,-74.0878502
USAQUEN,EDIFICIO,CL116#29-54 CUMBRE Bogota Colombia,4.642703,-74.0697069
USAQUEN,CONJUNTO RESIDENCIAL,KR11#142-51 EL RINCON DE LA ABADIA Bogota Colombia,4.7214254,-74.0345226
USAQUEN,EDIFICIO MULTIFAMILIAR,KR25#144-86 GUADIA Bogota Colombia,4.6016028,-74.0943384
USAQUEN,EDIFICIO,CL106#22-05 VIDASOA 106 Bogota Colombia,4.6932508,-74.0544711
USAQUEN,EDIFICIO,KR23#114A-20  114 STREET  Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,CENTRO COMERCIAL,AK15#116-36 STARCO  Bogota Colombia,4.6965514,-74.0428432
USAQUEN,EDIFICIO,KR18#113-27  VIATTA Bogota Colombia,4.695941200000001,-74.04785989999999
USAQUEN,EDIFICIO,CL133#19A-37 LUZ ANGELA Bogota Colombia,4.7322366,-74.0860952
USAQUEN,EDIFICIO,KR20#131-18 BALCONES DE LA CALLEJA Bogota Colombia,4.7150566,-74.0488077
USAQUEN,EDIFICIO,CL145A#21-67 SAN JUAN DE GIRON Bogota Colombia,7.080333899999999,-73.171039
USAQUEN,CENTRO COMERCIAL,CL140#7A-28 CC BELMIRA PLAZA ETAPA II  Bogota Colombia,4.7162562,-74.0290221
USAQUEN,EDIFICIO,KR21#122-57 AKUARA Bogota Colombia,4.7327887,-74.1079174
USAQUEN,EDIFICIO MULTIFAMILIAR,CL118#18C-33 CALLE 118 Bogota Colombia,4.6992904,-74.0492701
USAQUEN,EDIFICIO,KR22#122-53 FERROLL II Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,CL127A#7B-30 URBANO 127 Bogota Colombia,4.7038416,-74.03035419999999
USAQUEN,EDIFICIO,CL152#13-10 PLAZUELA DE ASIS Bogota Colombia,4.7314396,-74.0361063
USAQUEN,EDIFICIO,KR21#122-51 SANTA BIBIANA  Bogota Colombia,4.6916564,-74.0536184
USAQUEN,EDIFICIO,CL134A#11A-38 DELFOS Bogota Colombia,4.5609965,-74.1010274
USAQUEN,EDIFICIO,KR17#134-14 SENDEROS DEL COUNTRY Bogota Colombia,4.5847279,-74.1004513
USAQUEN,CONJUNTO MULTIFAMILIAR,AK15#146-95 CAOBOS DE ALTAMIRA Bogota Colombia,4.728905800000001,-74.041478
USAQUEN,EDIFICIO,KR19A#118-90 ARRECIFE  Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,CL103A#19A-88 CHICO GARDEN Bogota Colombia,4.6902069,-74.05367079999999
USAQUEN,EDIFICIO,CL163#7G-29 CASTILLO WINDSOR Bogota Colombia,4.7383275,-74.026173
USAQUEN,CONJUNTO RESIDENCIAL,KR17B#175-77 BOSQUES DE LA ALAMEDA ETAPA II Bogota Colombia,4.7607144,-74.0387081
USAQUEN,EDIFICIO,CL117A#10-42 COMENDADOR Bogota Colombia,4.695932099999999,-74.03611699999999
USAQUEN,CONJUNTO RESIDENCIAL,CL155#9-50 ICATA CASAS Bogota Colombia,4.7333319,-74.03283689999999
USAQUEN,EDIFICIO,KR18#123-60 TRENTTO Bogota Colombia,4.703011399999999,-74.04657759999999
USAQUEN,EDIFICIO,CL146#13-10 CEDRO 146 Bogota Colombia,4.7293328,-74.0521242
USAQUEN,EDIFICIO,KR10A#138-90 AVENTURA Bogota Colombia,4.6969579,-74.1691157
USAQUEN,EDIFICIO,CL146#7B-77 EDIFICIO CARRARA  Bogota Colombia,4.7219554,-74.02811369999999
USAQUEN,CONJUNTO RESIDENCIAL,KR14#127-72 LA CAROLINA Bogota Colombia,4.7053389,-74.0405993
USAQUEN,EDIFICIO,AK9#123-76 URAKI OFICINAS 9 AVENIDA  Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,CONJUNTO RESIDENCIAL,CL175#17B-80 PORTAL DE LA AUTOPISTA Bogota Colombia,4.755645299999999,-74.041713
USAQUEN,EDIFICIO,CL127A#17A-74 127 PARK Bogota Colombia,4.7072905,-74.0469627
USAQUEN,CONJUNTO RESIDENCIAL,KR8#160A-40 CASAS DE ALCANTARA Bogota Colombia,4.7363382,-74.0272308
USAQUEN,EDIFICIO MULTIFAMILIAR,KR14B#106-69 EL OASIS Bogota Colombia,4.5896377,-74.0931147
USAQUEN,EDIFICIO,KR9B#113-66 VAMI Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,CENTRO COMERCIAL,KR45#146-48 GRANADA HILL SHOPPING CENTER  Bogota Colombia,4.729341499999999,-74.0495969
USAQUEN,EDIFICIO,CL127#13A-32 DESARROLLO Bogota Colombia,4.7040675,-74.0400109
USAQUEN,,KR20B#188A-05 UNIDAD INMOBILIARIA CERRADA MARANTA SECTOR CUATRO Bogota Colombia,4.7661168,-74.0421661
USAQUEN,EDIFICIO,KR7A#127A-39 HELVETIA Bogota Colombia,4.716596,-74.029628
USAQUEN,EDIFICIO,TV20#101-54 LAUSANA Bogota Colombia,4.4952099,-74.1131181
USAQUEN,EDIFICIO,CL108#13-64 MARIA PAULA Bogota Colombia,4.693936,-74.049971
USAQUEN,CONJUNTO RESIDENCIAL,KR7D#127D-05 ALTOS DEL COUNTRY Bogota Colombia,4.7071098,-74.0316594
USAQUEN,EDIFICIO,KR10#117A-30 DIEZ 117  Bogota Colombia,4.697055,-74.035076
USAQUEN,EDIFICIO,CL119#14A-42 TORRE DEL ESTE Bogota Colombia,4.6988778,-74.041912
USAQUEN,EDIFICIO,KR12CBis#149A-51 ALCABALAS Bogota Colombia,4.729385499999999,-74.03560639999999
USAQUEN,EDIFICIO,KR11C#116-79 CRIS Bogota Colombia,4.69537,-74.0384658
USAQUEN,EDIFICIO,KR8#151-70 ALBORADA DE CEDRO GOLF Bogota Colombia,4.7270709,-74.0289106
USAQUEN,EDIFICIO MULTIFAMILIAR,CL145#17-51 ESPACIO 145 17 Bogota Colombia,4.7263075,-74.0432144
USAQUEN,EDIFICIO,KR17#135-76 VERONA Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,CL100#13-54 EUCALIPTUS Bogota Colombia,4.6424756,-74.1234832
USAQUEN,EDIFICIO,CL130A#7B-20 LAURIS  Bogota Colombia,4.7089663,-74.03036949999999
USAQUEN,EDIFICIO MULTIFAMILIAR,CL145A#21-48 MYOSOTIS Bogota Colombia,4.7275749,-74.0457451
USAQUEN,EDIFICIO,KR17#121-26 PIANOTERRA Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,CENTRO COMERCIAL,AV19#122-49/93 SANTA BARBARA DRIVE Bogota Colombia,4.702584799999999,-74.0495962
USAQUEN,EDIFICIO,KR15#124-29 LAS ARCADAS Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,TV14#127-25 LA CAROLINA Bogota Colombia,4.706447,-74.0410284
USAQUEN,EDIFICIO,KR17#122-63 SAVVY 122 Bogota Colombia,4.7018381,-74.0456054
USAQUEN,EDIFICIO,TV19#123-09 VALVERDE Bogota Colombia,4.5949832,-74.11845699999999
USAQUEN,CONJUNTO RESIDENCIAL,CL165A#8G-18 EL CAMINO DEL PALMAR Bogota Colombia,4.7434296,-74.030127
USAQUEN,EDIFICIO,KR14A#101-11 LUMINA TORRE DE NEGOCIOS  Bogota Colombia,4.6860164,-74.04711739999999
USAQUEN,EDIFICIO,KR19A#122-92 MIXTO SANTA FE  Bogota Colombia,4.6164333,-74.0797224
USAQUEN,CONJUNTO RESIDENCIAL,CL104#21-10 LOS PINOS DEL CHICO Bogota Colombia,4.6942449,-74.0539582
USAQUEN,EDIFICIO,KR21#159-71 SKY 21 Bogota Colombia,4.7399089,-74.04615249999999
USAQUEN,EDIFICIOS MULTIFAMILIARES,KR13#106-30 TENERIFE Bogota Colombia,4.505083,-74.1159211
USAQUEN,EDIFICIO,KR23#106B-36 MONTEYORY Bogota Colombia,4.694893,-74.05469699999999
USAQUEN,EDIFICIO,CL120#22-54 GENESIS  Bogota Colombia,4.724684799999999,-74.1334888
USAQUEN,EDIFICIO,CL145#13-48 CARACOLI Bogota Colombia,4.5735434,-74.1717041
USAQUEN,EDIFICIO,KR14A#127A-36 MARANKAL  Bogota Colombia,4.7061433,-74.04160449999999
USAQUEN,CONJUNTO RESIDENCIAL,KR11#121-56 MARIA MERCEDES Bogota Colombia,4.6760655,-74.0467558
USAQUEN,EDIFICIO,KR17A#113-61 IRIS Bogota Colombia,4.6958346,-74.047191
USAQUEN,EDIFICIO,CL119#9B-15 NAHUEL Bogota Colombia,4.6971837,-74.03451470000002
USAQUEN,EDIFICIO,CL145#15-80 SAN JUAN DEL CEDRO Bogota Colombia,4.726636,-74.04324
USAQUEN,EDIFICIO,CL105#21-57 DON JUAN Bogota Colombia,4.6939062,-74.060144
USAQUEN,EDIFICIO,CL104A#11B-45 SOLAR CHICO Bogota Colombia,4.6873391,-74.0431926
USAQUEN,CONJUNTO RESIDENCIAL,CL127A#19-57 EL RETIRO Bogota Colombia,4.7075976,-74.04933110000002
USAQUEN,EDIFICIO,TV14A#118A-55 PALMA DE MALLORCA Bogota Colombia,4.671664799999999,-74.1284003
USAQUEN,EDIFICIO,KR17A#116-69 FERRARA Bogota Colombia,4.6958346,-74.047191
USAQUEN,CONJUNTO RESIDENCIAL,CL165B#13C-55 CAMINO DE SAN ROQUE PH Bogota Colombia,4.7438343,-74.0345847
USAQUEN,EDIFICIO,KR21A#159A-56 PACIFIC PARK Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,CL142#9-59 LA SELVA   Bogota Colombia,4.7227714,-74.0390728
USAQUEN,EDIFICIO,KR5#131-14 CERROS DE MEDINA Bogota Colombia,4.709448399999999,-74.02511369999999
USAQUEN,EDIFICIO,CL129#7-77 EGO BOX 07 Bogota Colombia,4.722517,-74.0832329
USAQUEN,EDIFICIO,KR14A#127A-81 ISNOS Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,CONJUNTO RESIDENCIAL,CL182#7C-35 EL TRIUNFO Bogota Colombia,4.579799599999999,-74.0766428
USAQUEN,CONJUNTO RESIDENCIAL,CL127C#5-26 ESCALERA DE LA REINA Bogota Colombia,4.7115798,-74.0587617
USAQUEN,EDIFICIO,KR17A#116-97 ARCADIA Bogota Colombia,4.7479011,-74.0400903
USAQUEN,EDIFICIO,TV14#127-70 TORRE DE BURGOS PH Bogota Colombia,40.7942207,-3.0798488
USAQUEN,EDIFICIO,CL128#9-27 MONTE ROSA Bogota Colombia,4.7137996,-74.0692802
USAQUEN,EDIFICIO,CL142#20-92 ESQUINA DEL PARQUE Bogota Colombia,4.678845,-74.0400329
USAQUEN,EDIFICIO,KR7B#145-61 NUEVO MEDITERRANEO Bogota Colombia,4.5710393,-74.0952308
USAQUEN,EDIFICIO,KR23#134A-24 CAPITAL 134 Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,KR9C#119-31 ROZEMAR Bogota Colombia,4.7016911,-74.0588431
USAQUEN,EDIFICIO,CL140#10A-61 LA PRIMAVERA DEL CEDRO Bogota Colombia,4.7181934,-74.03380580000001
USAQUEN,EDIFICIO,CL145A#12-20 GIBRALTAR Bogota Colombia,4.764512900000001,-74.0674645
USAQUEN,EDIFICIO,KR10B#134A-50 BALCONES DE LA ANTIGUA Bogota Colombia,4.7160833,-74.0354497
USAQUEN,EDIFICIO,CL144#15-22 PRIMAVERA 2 Bogota Colombia,4.6173132,-74.1068392
USAQUEN,AGRUPACIÓN DE VIVIENDA,CL187#15B-63 BALMORAL NORTE ETAPA I Bogota Colombia,4.7644829,-74.03667659999999
USAQUEN,EDIFICIO,KR17A#113-43 rio molino Bogota Colombia,4.6958346,-74.047191
USAQUEN,EDIFICIO,AC116#9-46 CRISTALES II Bogota Colombia,4.6998244,-74.0573981
USAQUEN,EDIFICIO DE VIVIENDA,CL146#12-51 MULTIFAMILIAR CHAMIR ETAPA 1 Bogota Colombia,4.7293328,-74.0521242
USAQUEN,AGRUPACIÓN DE VIVIENDA,CL181C#13-54 PORTAL DE LA 183 Bogota Colombia,4.758811199999999,-74.03559059999999
USAQUEN,EDIFICIO,CL127C#4-51 MIRADOR DE BELLA SUIZA TORRE A Bogota Colombia,4.705235,-74.02506699999999
USAQUEN,EDIFICIO,CL112#18A-35  JUMACA 3 Bogota Colombia,4.6957392,-74.0492003
USAQUEN,EDIFICIO,CL127C#2B-18 CONJUNTO RESIDENCIAL ALTOS DE SAN GABRIEL Bogota Colombia,4.703812,-74.0260103
USAQUEN,EDIFICIO,KR14#112-20 PORTUGAL VI Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,CL144#9-79 EL CEDRO 144 Bogota Colombia,4.7241227,-74.0381494
USAQUEN,EDIFICIO,CL146#12A-20 TORRE ALMERIA II Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,KR19A#125-13 AVENIDA 125 Bogota Colombia,4.7050028,-74.0500502
USAQUEN,AGRUPACIÓN DE VIVIENDA,KR19#127A-24 EL ESCORIAL Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,KR10A#138-25 ALVERS Bogota Colombia,4.717554499999999,-74.034153
USAQUEN,EDIFICIO,KR17A#113-53 ALAMEDA 113 Bogota Colombia,4.6966472,-74.0472649
USAQUEN,EDIFICIO,CL120#9A-56 CALLE 120 Bogota Colombia,4.698221000000001,-74.03397199999999
USAQUEN,EDIFICIO,AK15#135-81 SAMAN Bogota Colombia,4.7197203,-74.0418414
USAQUEN,EDIFICIO,CL127B#14-56 BIBLOS Bogota Colombia,4.7101807,-74.0590862
USAQUEN,EDIFICIO,CL146#7F-60 MADRIGAL Bogota Colombia,4.723015699999999,-74.03043269999999
USAQUEN,EDIFICIO,KR13#127-43 GUADAY LA CAROLINA Bogota Colombia,4.7043812,-74.039415
USAQUEN,EDIFICIO,KR11BBis#118-26 IBARAKI Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,CL145#13-43 GRIMANI Bogota Colombia,4.7250589,-74.03860379999999
USAQUEN,EDIFICIO,KR13A#127-91 ALBATROSS Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,KR9A#117A-55 ELITE 118 Bogota Colombia,4.6962357,-74.0344537
USAQUEN,EDIFICIO,CL144#16A-16 LOIRA Bogota Colombia,4.6740339,-74.1528324
USAQUEN,EDIFICIO,CL128#7D-40 CATALONIA EN BELLA SUIZA Bogota Colombia,4.7073758,-74.0303419
USAQUEN,EDIFICIO,KR23#134A-20 QUANTTICO 134 Bogota Colombia,38.5229229,-77.2900787
USAQUEN,EDIFICIO,CL103#22-13 SPARTA  Bogota Colombia,4.6887388,-74.0516856
USAQUEN,EDIFICIO,CL159A#22-43 MAGDALA Bogota Colombia,4.7374257,-74.0359994
USAQUEN,EDIFICIO,KR7#111-75 SANTA ANA DE LOS MOLINOS Bogota Colombia,4.690462999999999,-74.0346564
USAQUEN,AGRUPACIÓN DE VIVIENDA,CL127B#31-80 CALLEJA 2000 SEGUNDA ETAPA Bogota Colombia,4.7114354,-74.0512361
USAQUEN,EDIFICIO,CL147#7F-44 CAMINOS DE CEDRITOS Bogota Colombia,4.724828,-74.0303574
USAQUEN,CONJUNTO RESIDENCIAL,CL144#11-90  LOS NARANJOS Bogota Colombia,4.7162833,-74.0880234
USAQUEN,EDIFICIO,AK9#126-15 TRI B K APARTMENTS 127 Bogota Colombia,4.7019243,-74.0331923
USAQUEN,EDIFICIO,CL128#7B-40 MAREMARE V Bogota Colombia,4.7074147,-74.03090929999999
USAQUEN,EDIFICIO,KR8#127-56 TANAMO BELLA SUIZA Bogota Colombia,4.705918,-74.032091
USAQUEN,EDIFICIO,KR7D#127-33 OIKOS BELLA SUIZA Bogota Colombia,4.7036736,-74.0318537
USAQUEN,EDIFICIO,CL120A#7-36 OFFICE 120  Bogota Colombia,4.669365,-74.0508965
USAQUEN,EDIFICIO,KR23#118-22 CAMINO DE MALLORCA Bogota Colombia,4.7005671,-74.0536041
USAQUEN,EDIFICIO,CL127BBis#20-40 CALLEJA B 4 Bogota Colombia,4.6045489,-74.0995626
USAQUEN,CONJUNTO RESIDENCIAL,KR17A#175-82 MIRADOR DE LA ALAMEDA Bogota Colombia,4.756398799999999,-74.0382288
USAQUEN,AGRUPACIÓN DE VIVIENDA,CL156#8F-15 CEDRO NORTE Bogota Colombia,4.7334017,-74.0316507
USAQUEN,EDIFICIO,KR7#150-50 ASTILLERO II Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,KR17#136-19 ARIES III Bogota Colombia,4.7204016,-74.0440124
USAQUEN,EDIFICIO,AK15#124-47 AGORA PLAZA Bogota Colombia,4.7029206,-74.0430647
USAQUEN,EDIFICIO,CL127BBis#19-59 PALMANOVA Bogota Colombia,4.7091476,-74.0493984
USAQUEN,EDIFICIO,CL104#17A-65 PARQUE 104 Bogota Colombia,4.4944594,-74.1193026
USAQUEN,EDIFICIO,KR10B#134A-53 ROSSIO Bogota Colombia,4.7160833,-74.0354497
USAQUEN,MULTIFAMILIAR,KR23#122-96 NUEVA SANTA BARBARA Bogota Colombia,4.7024705,-74.053397
USAQUEN,EDIFICIO,KR12B#137-11 ANTIGUA REAL Bogota Colombia,4.719342999999999,-74.0393157
USAQUEN,EDIFICIO,CL134A#10A-41 SUHA Bogota Colombia,4.7143803,-74.0354026
USAQUEN,EDIFICIO,CL124#27-66 VERONA Bogota Colombia,4.7039897,-74.0498468
USAQUEN,EDIFICIO,KR23#123-08 MILANO Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,KR10#119-48 PRIMAVERA II Bogota Colombia,4.5821411,-74.0900551
USAQUEN,EDIFICIO MULTIFAMILIAR,AV15#114A-10  SANTA BARBARA I PH Bogota Colombia,4.6957172,-74.0430551
USAQUEN,EDIFICIO,KR21#128D-36 BELLAGIO Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,CL142#13-69 CEDRITOS 1 Bogota Colombia,4.723145,-74.0399696
USAQUEN,EDIFICIO,KR7A#151-90 ZIQUITAN Bogota Colombia,4.716596,-74.029628
USAQUEN,EDIFICIO,KR8B#107-30 MAZARA CIENTO SIETE Bogota Colombia,4.6882956,-74.0398589
USAQUEN,AGRUPACIÓN DE VIVIENDA,CL186CBis#15-69 BALMORAL V ETAPA I y II Bogota Colombia,4.7637406,-74.0370349
USAQUEN,EDIFICIO,KR18A#135-22 VERDI 135 Bogota Colombia,4.719773099999999,-74.0459151
USAQUEN,EDIFICIO,CL131A#19-89 LA CRISTALINA Bogota Colombia,4.7154523,-74.04875000000001
USAQUEN,EDIFICIO,CL142#9-23 TORRE DE VALVERDE  Bogota Colombia,4.7227714,-74.0390728
USAQUEN,CONJUNTO RESIDENCIAL,CL148#7H-41 CEDRO MADEIRA VI Bogota Colombia,4.725699700000001,-74.0310875
USAQUEN,EDIFICIO,CL145#13-60 LA ESQUINA DE CEDRITOS Bogota Colombia,4.7253847,-74.0386066
USAQUEN,CONJUNTO RESIDENCIAL,KR8C#186-67 SANTA FE REAL Bogota Colombia,4.764112000000001,-74.0347425
USAQUEN,EDIFICIO,KR7Bis#106-38 AKASHA 106 Bogota Colombia,4.6851234,-74.0367326
USAQUEN,EDIFICIO,KR9A#117A-36 EL CIPRES Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,AGRUPACIÓN DE VIVIENDA,CL140#9-94 ALCALA Bogota Colombia,4.7211279,-74.05151219999999
USAQUEN,EDIFICIO,CL109#21-66  SANTA LUCIA Bogota Colombia,4.6963347,-74.0543388
USAQUEN,EDIFICIO,CL127CBis#7C-58 TIVOLI Bogota Colombia,4.7053984,-74.0313209
USAQUEN,EDIFICIO,CL148#7F-22 ARAGUANEY Bogota Colombia,4.6376513,-74.1420179
USAQUEN,EDIFICIO,AK15#100-43 AVENIDA 15 Bogota Colombia,4.686178099999999,-74.0479534
USAQUEN,EDIFICIO,KR14B#119-38 TARENTO Bogota Colombia,4.698767699999999,-74.04218970000001
USAQUEN,EDIFICIO,CL127B#6A-50 TORRE REAL Bogota Colombia,4.7101807,-74.0590862
USAQUEN,EDIFICIO,CL140#22-36 TOSCANA  Bogota Colombia,4.7192983,-74.0364112
USAQUEN,EDIFICIO,KR18#124-49 ICON SANTA BARBARA   Bogota Colombia,4.6497094,-74.0687086
USAQUEN,EDIFICIO MULTIFAMILIAR,KR12#101-61 CHICO Bogota Colombia,4.6763823,-74.0484612
USAQUEN,EDIFICIO,KR15#104-30 COSMOS 104  Bogota Colombia,4.6783019,-74.1439523
USAQUEN,EDIFICIO,AK15#144-34 PLAZA DE TOLEDO Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,KR18#124-21 JARDINES DE SANTA BARBARA Bogota Colombia,4.7604978,-74.039074
USAQUEN,EDIFICIO,CL116#18B-67 RINCON DE LAS TORRES III Bogota Colombia,4.6998244,-74.0573981
USAQUEN,EDIFICIO,CL145#19-78 MARCELA  Bogota Colombia,4.7267921,-74.046901
USAQUEN,EDIFICIO DE VIVIENDA,KR20#118-10 MULTIFAMILIAR OPERA Bogota Colombia,4.6502576,-74.0700676
USAQUEN,URBANIZACIÓN,CL167#5A-04 BOSQUE DE SORATAMA  Bogota Colombia,4.7439838,-74.02083619999999
USAQUEN,EDIFICIO,KR9C#120-49 ERA 2003 TORRE B Bogota Colombia,4.6986104,-74.0342156
USAQUEN,EDIFICIO,TV23#106-29 EL TAPIAL Bogota Colombia,4.6938799,-74.055016
USAQUEN,EDIFICIO,KR15A#112-57ED SANTA MARIA  Bogota Colombia,4.5262296,-74.1159211
USAQUEN,CONJUNTO,CL152#19A-67 ARBOLEDA DEL CEDRO Bogota Colombia,4.7339258,-74.0454073
USAQUEN,EDIFICIO,KR7F#147-48 TORRE DEL RIO Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,KR11#119-31 HOME Y OFFICE  Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,MULTIFAMILIAR,KR10A#134B-27 TORRES DE MEROT Bogota Colombia,4.715208899999999,-74.03528399999999
USAQUEN,EDIFICIO MULTIFAMILIAR,CL127C#6A-15 ALTOS DE SAN GABRIEL Bogota Colombia,4.705301899999999,-74.0279237
USAQUEN,EDIFICIO,CL121#18B-08 BOSQUE SANTA BARBARA V Bogota Colombia,4.6983386,-74.032437
USAQUEN,CONJUNTO RESIDENCIAL,CL112#1-10 MORAJI INTERIOR I Bogota Colombia,4.6957605,-74.0487125
USAQUEN,CONJUNTO RESIDENCIAL,CL112#1-10 MORAJI INTERIOR II Bogota Colombia,4.6957605,-74.0487125
USAQUEN,EDIFICIO,CL118#14A-35 TORRES DE KANNA VI Bogota Colombia,4.6971636,-74.0395339
USAQUEN,AGRUPACIÓN,CL112#1-10 DE LOTES MORAJI UIC Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,CONJUNTO RESIDENCIAL,CL147#20-50 LA MORADA Bogota Colombia,4.725093999999999,-74.030996
USAQUEN,EDIFICIO,CL104#17-37  ZEBRA Bogota Colombia,4.6916731,-74.0589694
USAQUEN,EDIFICIO,KR10#114-66 ALTAMIRA Bogota Colombia,4.6971427,-74.0351639
USAQUEN,EDIFICIO,KR19#185-53EDADAP HACIENDA SAN ANTONIO ESTAPAS I Y II Bogota Colombia,4.762817800000001,-74.0403518
USAQUEN,EDIFICIO,CL115#9B-29 SIERRA DEL PALMAR Bogota Colombia,4.6938076,-74.0361533
USAQUEN,EDIFICIO,KR13A#113-74 ADINVER I Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO,KR13#101-32 MILANO Bogota Colombia,4.637732,-74.065503
USAQUEN,AGRUPACIÓN DE VIVIENDA,CL168#8-40 EL RECREO DE USAQUEN Bogota Colombia,4.746418999999999,-74.03096049999999
USAQUEN,EDIFICIO,KR14#106A-50 HERBA III Bogota Colombia,4.689922,-74.04415920000001
USAQUEN,EDIFICIO,CL145A#19-69 SIRENIA I Bogota Colombia,4.710988599999999,-74.072092
USAQUEN,EDIFICIO MULTIFAMILIAR,CL145A#21-40 MARIA DEL PILAR  Bogota Colombia,4.6773871,-74.0509742
USAQUEN,AGRUPACIÓN DE VIVIENDA,DG183A#20-80 EL RINCON DEL PUENTE 3 Bogota Colombia,4.7594921,-74.04364819999999
USAQUEN,EDIFICIO,CL104#14-86 LOS SAUCOS Bogota Colombia,4.688515499999999,-74.0458901
