DESC. CIIU1,Direccion,latitud,longitud
Alojamiento En Hoteles,CARRERA 17 A # 28 - 46 PISO 2 BARRIO ALARCON Bucaramanga SANTANDER Colombia,7.1237916,-73.1264024
Alojamiento En Hoteles,CR 17 A     58   15 BRR RICAURTE Bucaramanga SANTANDER Colombia,7.105627699999999,-73.1183042
Alojamiento Rural,CARRERA 6 # 60 - 03 CONJUNTO METROPOLIS 5 TORRE 13 APARTADO 402 BARRIO REAL DE MINAS Bucaramanga SANTANDER Colombia,7.0997816,-73.1262244
Alojamiento En Hoteles,Carrera 19 # 37 -  26 Bucaramanga SANTANDER Colombia,7.1180321,-73.1227005
Alojamiento En Hoteles,Carrera 18 # 30 -  36 Barrio CENTRO Bucaramanga SANTANDER Colombia,7.122681,-73.125472
Alojamiento En Hoteles,Calle 52B # 31 -  109 Barrio ANTIGUO CAMPESTRE Bucaramanga SANTANDER Colombia,7.111903,-73.111132
Alojamiento En Hoteles,Calle 56 # 17B -  44 Bucaramanga SANTANDER Colombia,7.1079725,-73.11831389999999
Alojamiento En Hoteles,Carrera 17 # 24 -  45 Piso 3 Bucaramanga SANTANDER Colombia,7.1244267,-73.12700389999999
Alojamiento En Hoteles,CARRERA 17A # 55 - 18 BARRIO LA CONCORDIA Bucaramanga SANTANDER Colombia,7.1082395,-73.1194543
Alojamiento En Hoteles,Transversal METROPOLITANA # 13A -  65 Bucaramanga SANTANDER Colombia,7.0887033,-73.1260034
Alojamiento En Hoteles,CALLE 55 # 17 A - 128 BARRIO RICAURTE Bucaramanga SANTANDER Colombia,7.1086712,-73.1182729
Alojamiento Rural,CARRERA 49 # 72 - 104 CASA C 1 CONJUNTO HACIENDA DEL CACIQUE Bucaramanga SANTANDER Colombia,7.102277399999999,-73.1022175
Alojamiento En Hoteles,Calle 33 # 30 -  44 Bucaramanga SANTANDER Colombia,7.1254399,-73.1147343
Alojamiento En Hoteles,Kilómetro 4 Vía BUCARAMANGA-GIRON HOTEL SERVICOPETRAN Bucaramanga SANTANDER Colombia,7.0856859,-73.14012199999999
Alojamiento Rural,CL 20 32 A 39 AP 1103 Bucaramanga SANTANDER Colombia,7.119349,-73.1227416
Alojamiento En Hoteles,Calle 34 # 24 -  09 Bucaramanga SANTANDER Colombia,7.122166,-73.11967
Alojamiento En Hoteles,Calle 37 # 24 -  49 Oficina 1701 Barrio BOLIVAR Bucaramanga SANTANDER Colombia,7.119675699999999,-73.1182601
Alojamiento Rural,Calle 36 # 34 -  02 Bucaramanga SANTANDER Colombia,7.124086999999999,-73.1115489
Alojamiento En Hoteles,Carrera 21 # 34 -  35 Bucaramanga SANTANDER Colombia,7.1208382,-73.1219452
Alojamiento En Hoteles,Calle 34 # 30 -  47 Bucaramanga SANTANDER Colombia,7.1246658,-73.1142497
Alojamiento En Hoteles,Carrera 51 # 72 -  98 Bucaramanga SANTANDER Colombia,7.1024276,-73.1005441
Alojamiento En Hoteles,Carrera 17 # 31 -  31 Bucaramanga SANTANDER Colombia,7.1216026,-73.1259943
Alojamiento En Hoteles,Calle 31 # 19 -  71 Barrio CENTRO Bucaramanga SANTANDER Colombia,7.1229545,-73.1238134
Alojamiento En Hoteles,Calle 34 # 32 -  34 Bucaramanga SANTANDER Colombia,7.124929099999999,-73.113295
Alojamiento En Hoteles,Calle 55 # 17A - 17 BARRIO RICAURTE Bucaramanga SANTANDER Colombia,7.108542,-73.1192854
Alojamiento En Hoteles,Carrera 17B # 54 -  46 Barrio RICAURTE Bucaramanga SANTANDER Colombia,7.108829399999999,-73.1192232
Alojamiento En Hoteles,CARRERA 17 # 24 -  71 Bucaramanga SANTANDER Colombia,7.1243273,-73.1269099
Alojamiento En Apartahoteles,Carrera 40 # 46 -  09 Bucaramanga SANTANDER Colombia,7.1183906,-73.10610249999999
Alojamiento En Hoteles,CR 17   34   08 BRR CENTRO Bucaramanga SANTANDER Colombia,7.119757099999999,-73.1255165
Alojamiento En Hoteles,Carrera 21 # 31 -  58 Bucaramanga SANTANDER Colombia,7.122696599999999,-73.1228813
Alojamiento En Hoteles,Calle 31 # 17 -  71 Barrio CENTRO Bucaramanga SANTANDER Colombia,7.122165799999999,-73.125664
Alojamiento En Hoteles,Calle 30 # 17 -  50 Barrio CENTRO Bucaramanga SANTANDER Colombia,7.122757,-73.12599949999999
Alojamiento En Hoteles,Calle 41 # 10 -  12 Bucaramanga SANTANDER Colombia,7.1156136,-73.1299111
Alojamiento En Hoteles,Carrera 17B # 54 -  54 Bucaramanga SANTANDER Colombia,7.1087782,-73.11915909999999
Alojamiento En Hoteles,Calle 42 # 27A -  78 Apartamento 904 Edificio MARQUES DE SOTOMAYOR Bucaramanga SANTANDER Colombia,7.1194969,-73.1141851
Alojamiento En Hoteles,CALLE 35 # 18 - 33 OFICINA 1 Bucaramanga SANTANDER Colombia,7.1195794,-73.1239646
Alojamiento En Hoteles,Calle 56 # 16 -  49 Barrio GÓMEZ NIÑO Bucaramanga SANTANDER Colombia,7.107640399999999,-73.120008
Alojamiento En Hoteles,Carrera 17 # 55  -  13 Bucaramanga SANTANDER Colombia,7.108136000000001,-73.119817
Alojamiento En Hoteles,Calle 33 # 20 -  46 Bucaramanga SANTANDER Colombia,7.1218144,-73.1228211
Alojamiento En Apartahoteles,Carrera 55 # 73 -  01 Casa 4 Bucaramanga SANTANDER Colombia,7.102783199999999,-73.0963726
Alojamiento En Hoteles,Calle 55 # 17 -  12 Barrio RICAURTE Bucaramanga SANTANDER Colombia,7.1082527,-73.1197739
Alojamiento En Apartahoteles,Calle 32 # 32 -  64 Local 11 Barrio LA AURORA Bucaramanga SANTANDER Colombia,7.1269825,-73.11353249999999
Alojamiento En Hoteles,Calle 34 # 22 -  72 Bucaramanga SANTANDER Colombia,7.1214914,-73.1205307
Alojamiento Rural,CR 27   36   14 BRR BOLIVAR Bucaramanga SANTANDER Colombia,7.120906000000001,-73.116666
Alojamiento En Hoteles,Calle 54 # 17B -  47 Barrio LA CONCORDIA Bucaramanga SANTANDER Colombia,7.109463000000001,-73.11877199999999
Alojamiento En Hoteles,Carrera 8 # 23N -  75 Lote N2 Barrio BAVARIA 2 Bucaramanga SANTANDER Colombia,7.09366,-73.125869
Alojamiento Rural,Corregimiento 3 Vereda EL PEDREGAL Finca EL CEDRO Sector EDEN DEL PEDREGAL Bucaramanga SANTANDER Colombia,7.147134299999999,-73.10523309999999
Alojamiento Rural,CR 40   44   06 TO 1 AP 15   03 ED DUBAI BRR CABECERRA DEL LLANO Bucaramanga SANTANDER Colombia,7.1173268,-73.10766749999999
Alojamiento En Hoteles,CALLE 56 # 17 B - 44 Bucaramanga SANTANDER Colombia,7.1079725,-73.11831389999999
