DESC. CIIU1;Direccion
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CARRERA 35 # 52 - 08 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CL 16 N   12   34 BRR KENNEDY Bucaramanga SANTANDER Colombia
Actividades De Otros Servicios De Comidas;CARRERA 23 # 48 - 41 EDIFICIO IRAZU APARTAMENTO 1402 BARRIO NUEVO SOTOMAYOR Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CALLE 51 # 35 A - 40 LOCAL 101 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;VDA EL PEDREGAL CASA 219 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CARRERA 28 # 52 N - 04 BARRIO CAMPESTRE NORTE COLORADOS Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;AUT KM 4   24   82 BRR VILLA ROSA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CARRERA 32 # 48 - 42 BARRIO SOTOMAYOR Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CARRERA 35 # 48 - 21 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;DIAGONAL 15 # 45 - 136 LOCAL 1 E CENTRO COMERCIAL LA ROSITA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CARRERA 16 # 20 - 63 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CARRERA 8 # 43 - 06 BARRIO ALFONSO LOPEZ Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CR 12   14   96  BRR KENNEDY Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CALLE 48 # 34 - 22 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CARRERA 33 # 37 - 50 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 35 # 48 -  106 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Kilómetro 8 Vía AL MAR Finca VILLA LUZ   Manzana B CAA 1 Local Barrio VILLA LUZ CAMPESTRE Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 22 # 13 -  59 Local 7 Barrio GAITAN Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 33 # 96 -  27 Local 1 LA PEDREGOZA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CL 48 # 34 - 20 BRR CABECERA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 55 # 18 -  03 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 16 # 31 -  53 Barrio CENTRO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 34 # 48 -  40 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 99 # 14 -  03 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 55 # 18 -  19 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 16 # 8 -  07 Barrio COMUNEROS Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 36 # 48 -  82 Barrio CABECERA DEL LLANO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Sector 5 DE ENERO Casa 21 -  24 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Barrio JOSE ANTONIO GALAN  Calle 1 Casa 398 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 16 # 16 -  09 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 13 # 24 -  21 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Centro comercial SANANDRESITO LA ISLA Local 704 -  706 Piso 1 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 33 # 34 -  50 Barrio MEJORAS PUBLICAS Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 24 # 33 -  39 Barrio ANTONIA SANTOS Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 36 # 42 -  42 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 36 # 48 -  84 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 19 # 19 -  61 Local 2 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 48 # 35 -  06 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CALLE 70 # 20 W - 43 BARRIO EL BUENO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CARRERA 34 # 48 - 53 LOCAL 1 BARRIO CABECERA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Vereda SANTOS BAJOS Kilómetro 4 Vía MATANZA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Avenida EDUARDO SANTOS # 28 -  141 Piso 2 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 6 # 30 -  59 Barrio GIRARDOT Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 28 # 1 -  131 Barrio NAPOLES Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 56 # 9 -  140 CENTRO COMERCIAL ACROPOLIS Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 16 # 14 -  72 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 10NC # 5 Occidente 03 Barrio VILLAS DE SAN IGNACIO BABARIA II Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 15 # 21 -  19 Barrio SAN FRANCISCO PARTE BAJA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 3 # 25 -  36 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CARRERA 16 # 16 - 63 BARRIO SAN FRANCISCO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CALLE 14 # 21 - 09 BARRIO SAN FRANCISCO Bucaramanga SANTANDER Colombia
Actividades De Otros Servicios De Comidas;Calle 35 # 18 -  65 Oficina 121 Centro comercial ROSEDAL Bucaramanga SANTANDER Colombia
Actividades De Otros Servicios De Comidas;CALLE 70 # 10 A - 13 PISO 2 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 33 # 32 -  76 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 33 # 32 -  76 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 35 # 51 -  128 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 6 # 15A -  53 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Bodega 12 Módulo 27 Barrio CHINITA CENTRO ABASTOS Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 104E # 10 -  01 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Manzana K Lote 11 Casa 14 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 53 # 17B -  04 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 1A PEATONAL 15 Casa 20 Sector LOS CUADROS Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 33 # 34 -  52 Local 1 Barrio MEJORAS PUBLICAS Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 3 # 23C -  29 Barrio TRANSICION SECTOR 5 Norte Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 33 # 34 -  34 Piso 2 Barrio EL PRADO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Vereda SAN IGNACIO PARCELA CENTRAL D # 666 Finca EL NOGAL Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CALLE 21 # 16 - 49 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 5 # 5 -  20 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 16 # 15 -  07 Local Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CARRERA 16 # 24 - 66 BARRIO ALARCON Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CL 10     27   10 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 29 # 12 -  25 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 69 # 7B # 158 Bucaramanga SANTANDER Colombia
Actividades De Otros Servicios De Comidas;KILOMETRO 24 VIA AL MAR VEREDA PORTACHUELO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 17 # 10 -  75 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 45 # 14 -  67 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 58 # 17C -  13 Barrio RICAURTE Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 17 # 18 -  53 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 11 # 29N -  02 Barrio LAS HAMACAS Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 48 # 35 -  24 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 9 # 41 -  54 Barrio ALFONSO LÓPEZ Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 27 # 11 -  20 Local 11 -  22 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 5 # 4 -  58 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 35A # 48 -  52 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CR 10 Sector D PEATONAL 2 Casa 25  Barrio BETANIA ETAPA 9 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 54 # 18 -  86 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 16 # 112 -  03 Piso 3 Barrio VILLAS DEL NOGAL Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 17A # 56 -  72 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 33 # 31 -  26 Piso 2 Barrio LA AURORA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Vereda 10 DE MAYO SANTA BARBARA Casa 15 Bucaramanga SANTANDER Colombia
Actividades De Otros Servicios De Comidas;CL 45   27   71 BRR SOTOMAYOR Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CARRERA 15 # 41 - 74 LOCAL 4 BARRIO CENTRO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 22 # 109A -  06 Barrio PROVENZA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 13 # 20 -  13 Barrio GAITAN Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 18 # 53 -  23 Barrio LA CONCORDIA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 105 # 26 -  99 Barrio PROVENZA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 28 # 47 -  18 Barrio LOS COLORADOS Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 36 # 12 -  13 Barrio GARCIA ROVIRA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 17 # 55 -  81 Barrio RICAURTE Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 17 # 53 -  88 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 34 # 48-71 BARRIO CABECERA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 22 # 109A -  6 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CARRERA 17 A # 56 -  02 Local 1 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 6A # 65A -  36B Barrio CANELOS Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 17 # 36 -  69 Piso 2 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 62A # 17 -  27 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 21 # 55 -  35 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 13 # 15 -  75 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 10 # 22 -  21 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 36 # 12 OCCIDENTE 34 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 45 # 14A -  40 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 21 # 13 -  27 Barrio GRANADA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CALLE 195 # 27 - 236 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Centro comercial LA ISLA Piso 1 Local D100 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 18 # 21 -  50 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 15 # 37 -  45 Piso 2 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 17 # 24 - 21 BARRIO ALARCON Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 45 # 14A -  44 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 12 # 22 -  30N Barrio KENNEDY Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 25 # 7 -  02 Barrio LA UNIVERSIDAD Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CR. 3 NO. 63-31 NARANJOS Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Vía PALENQUE CAFÉ MADRID # 44 -  96 Bodega 14 Local 8C Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carretera RIONEGRO 24N -  109 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 56 # 17 -  23 Piso 2 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Avenida QUEBRADA SECA # 13 -  22 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 48 # 35 -  18 Depósito Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Sector LA VIRGEN C21A01 NORTE Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 27 # 10 -  78 Local 1 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 24 # 7 -  06 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 16 # 21 -  52 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 52 # 35A -  30 Barrio CABECERA DEL LLANO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;AV LA ROSITA 24   89 LC 1 IN 2 Bucaramanga SANTANDER Colombia
Actividades De Otros Servicios De Comidas;CARRERA 23 # 16 - 21 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CL 57   16   60 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Manzana F Carrera 16 # 15C NORTE II Barrio EL PROGRESO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 17C # 58 -  49 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Vía LA CEMENTO CAFÉ MADRID Local M10 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 15 # 23 -  04 Barrio SAN FRANCISCO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 17C # 56 -  48 Barrio LA CONCORDIA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 55 # 18 -  15 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 51 # 35A -  34 Local 102 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 16 # 16 -  53 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 55 # 18 -  31 Barrio LA CONCORDIA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 31 # 15 -  67 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 3 # 63 -  31 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 52 # 35 -  34 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 24 # 10 -  73 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 56 #  1W 105 MUTIS Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 28 # 52 -  17 Local 102 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 17 # 17 -  02 Barrio SAN FRANCISCO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CARRERA 35 # 48 - 77 LOCAL 1 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 48 # 34 -  30 Barrio CABECERA DEL LLANO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 31 # 17 -  58 -  60 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 18D # 1N -  30 LA JUVENTUD Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 41 # 19 -  120 Local 1 Barrio CENTRO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 1W # 57 -  111 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 11 # 31 -  06 Barrio GARCÍA ROVIRA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 36 # 48 -  84 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 17A # 56 -  02 Local 1 Barrio RICAURTE Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Vereda MAJADAL ALTO Finca VILLA LUZ Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CL 37   14   66 P 1 LC C  12 CC SANANDRESITO CENTRO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CARRERA 22 A # 109 - 36 BARRIO PROVENZA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 16 # 4 -  03 Barrio CHAPINERO Bucaramanga SANTANDER Colombia
Actividades De Otros Servicios De Comidas;Calle 26 # 1 -  51 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 22 # 13 -  29 Sótano Barrio SAN FRANCISCO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 32 # 14 -  36 Piso 2 Barrio CENTRO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CL 10   29   72 BRR LA UNIVERSIDAD Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 11 # 23 -  62 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 21 # 55 -  35 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 52 # 34 -  24 Barrio CABECERA DEL LLANO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 33 # 37 -  34 Barrio MEJORAS PÚBLICAS Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 33 # 32 -  80 Barrio MEJORAS PÚBLICAS Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 30 # 10 -  36 Barrio UNIVERSIDAD Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 20 # 18 -  61 Local 101 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 11 # 23 -  57 Local 1 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 33 # 31 -  161 Barrio LA AURORA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 18 # 22 -  64 Local 1 Barrio SAN FRANCISCO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 33 # 34 -  50 Piso 2 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 22 # 30 -  57 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 17 # 56 -  40 Piso 2 Bucaramanga SANTANDER Colombia
